no change     /nfs/home/vpais/miniconda/condabin/conda
no change     /nfs/home/vpais/miniconda/bin/conda
no change     /nfs/home/vpais/miniconda/bin/conda-env
no change     /nfs/home/vpais/miniconda/bin/activate
no change     /nfs/home/vpais/miniconda/bin/deactivate
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.sh
no change     /nfs/home/vpais/miniconda/etc/fish/conf.d/conda.fish
no change     /nfs/home/vpais/miniconda/shell/condabin/Conda.psm1
no change     /nfs/home/vpais/miniconda/shell/condabin/conda-hook.ps1
no change     /nfs/home/vpais/miniconda/lib/python3.9/site-packages/xontrib/conda.xsh
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.csh
no change     /nfs/home/vpais/.bashrc
No action taken.
Using MPI version 3.1, 8 processes
Meep progress: 508.8125/1224.9 = 41.5% done in 19971.3s, 28107.1s to go
on time step 8141 (time=508.812), 2.43179 s/step
Meep progress: 508.9375/1224.9 = 41.5% done in 19976.2s, 28102.1s to go
on time step 8143 (time=508.938), 2.43134 s/step
Meep progress: 509.0625/1224.9 = 41.6% done in 19981.1s, 28097.1s to go
on time step 8145 (time=509.062), 2.43101 s/step
Meep progress: 509.1875/1224.9 = 41.6% done in 19985.9s, 28092.2s to go
on time step 8147 (time=509.188), 2.43113 s/step
Meep progress: 509.3125/1224.9 = 41.6% done in 19990.8s, 28087.2s to go
on time step 8149 (time=509.312), 2.43027 s/step
Meep progress: 509.4375/1224.9 = 41.6% done in 19995.6s, 28082.2s to go
on time step 8151 (time=509.438), 2.43089 s/step
Meep progress: 509.5625/1224.9 = 41.6% done in 20000.5s, 28077.2s to go
on time step 8153 (time=509.562), 2.43072 s/step
Meep progress: 509.6875/1224.9 = 41.6% done in 20005.4s, 28072.3s to go
on time step 8155 (time=509.688), 2.43152 s/step
Meep progress: 509.8125/1224.9 = 41.6% done in 20010.2s, 28067.3s to go
on time step 8157 (time=509.812), 2.43141 s/step
Meep progress: 509.9375/1224.9 = 41.6% done in 20015.1s, 28062.3s to go
on time step 8159 (time=509.938), 2.43124 s/step
Meep progress: 510.0625/1224.9 = 41.6% done in 20020.0s, 28057.4s to go
on time step 8161 (time=510.062), 2.4305 s/step
Meep progress: 510.1875/1224.9 = 41.7% done in 20024.8s, 28052.4s to go
on time step 8163 (time=510.188), 2.43119 s/step
Meep progress: 510.3125/1224.9 = 41.7% done in 20029.7s, 28047.4s to go
on time step 8165 (time=510.312), 2.43184 s/step
Meep progress: 510.4375/1224.9 = 41.7% done in 20034.5s, 28042.5s to go
on time step 8167 (time=510.438), 2.43136 s/step
Meep progress: 510.5625/1224.9 = 41.7% done in 20039.4s, 28037.5s to go
on time step 8169 (time=510.562), 2.43277 s/step
Meep progress: 510.6875/1224.9 = 41.7% done in 20044.3s, 28032.5s to go
on time step 8171 (time=510.688), 2.43167 s/step
Meep progress: 510.8125/1224.9 = 41.7% done in 20049.1s, 28027.6s to go
on time step 8173 (time=510.812), 2.43163 s/step
Meep progress: 510.9375/1224.9 = 41.7% done in 20054.0s, 28022.6s to go
on time step 8175 (time=510.938), 2.43134 s/step
Meep progress: 511.0625/1224.9 = 41.7% done in 20058.9s, 28017.6s to go
on time step 8177 (time=511.062), 2.43167 s/step
Meep progress: 511.1875/1224.9 = 41.7% done in 20063.7s, 28012.7s to go
on time step 8179 (time=511.188), 2.43224 s/step
Meep progress: 511.3125/1224.9 = 41.7% done in 20068.6s, 28007.7s to go
on time step 8181 (time=511.312), 2.43167 s/step
Meep progress: 511.4375/1224.9 = 41.8% done in 20073.5s, 28002.7s to go
on time step 8183 (time=511.438), 2.43178 s/step
Meep progress: 511.5625/1224.9 = 41.8% done in 20078.3s, 27997.8s to go
on time step 8185 (time=511.562), 2.43178 s/step
Meep progress: 511.6875/1224.9 = 41.8% done in 20083.2s, 27992.8s to go
on time step 8187 (time=511.688), 2.43354 s/step
Meep progress: 511.8125/1224.9 = 41.8% done in 20088.0s, 27987.9s to go
on time step 8189 (time=511.812), 2.43153 s/step
Meep progress: 511.9375/1224.9 = 41.8% done in 20092.9s, 27982.9s to go
on time step 8191 (time=511.938), 2.43148 s/step
Meep progress: 512.0625/1224.9 = 41.8% done in 20097.8s, 27977.9s to go
on time step 8193 (time=512.062), 2.43265 s/step
Meep progress: 512.1875/1224.9 = 41.8% done in 20102.6s, 27973.0s to go
on time step 8195 (time=512.188), 2.43196 s/step
Meep progress: 512.3125/1224.9 = 41.8% done in 20107.5s, 27968.0s to go
on time step 8197 (time=512.312), 2.43142 s/step
Meep progress: 512.4375/1224.9 = 41.8% done in 20112.4s, 27963.0s to go
on time step 8199 (time=512.438), 2.43165 s/step
Meep progress: 512.5625/1224.9 = 41.8% done in 20117.2s, 27958.1s to go
on time step 8201 (time=512.562), 2.43155 s/step
Meep progress: 512.6875/1224.9 = 41.9% done in 20122.1s, 27953.1s to go
on time step 8203 (time=512.688), 2.43181 s/step
Meep progress: 512.8125/1224.9 = 41.9% done in 20127.0s, 27948.1s to go
on time step 8205 (time=512.812), 2.4322 s/step
Meep progress: 512.9375/1224.9 = 41.9% done in 20131.8s, 27943.2s to go
on time step 8207 (time=512.938), 2.43187 s/step
Meep progress: 513.0625/1224.9 = 41.9% done in 20136.7s, 27938.2s to go
on time step 8209 (time=513.062), 2.43104 s/step
Meep progress: 513.1875/1224.9 = 41.9% done in 20141.5s, 27933.2s to go
on time step 8211 (time=513.188), 2.43152 s/step
Meep progress: 513.3125/1224.9 = 41.9% done in 20146.4s, 27928.3s to go
on time step 8213 (time=513.312), 2.43143 s/step
Meep progress: 513.4375/1224.9 = 41.9% done in 20151.3s, 27923.3s to go
on time step 8215 (time=513.438), 2.4318 s/step
Meep progress: 513.5625/1224.9 = 41.9% done in 20156.1s, 27918.3s to go
on time step 8217 (time=513.562), 2.42959 s/step
Meep progress: 513.6875/1224.9 = 41.9% done in 20161.0s, 27913.4s to go
on time step 8219 (time=513.688), 2.43174 s/step
Meep progress: 513.8125/1224.9 = 41.9% done in 20165.9s, 27908.4s to go
on time step 8221 (time=513.812), 2.43156 s/step
Meep progress: 513.9375/1224.9 = 42.0% done in 20170.7s, 27903.4s to go
on time step 8223 (time=513.938), 2.43172 s/step
Meep progress: 514.0625/1224.9 = 42.0% done in 20175.6s, 27898.5s to go
on time step 8225 (time=514.062), 2.43128 s/step
Meep progress: 514.1875/1224.9 = 42.0% done in 20180.4s, 27893.5s to go
on time step 8227 (time=514.188), 2.43169 s/step
Meep progress: 514.3125/1224.9 = 42.0% done in 20185.3s, 27888.6s to go
on time step 8229 (time=514.312), 2.43213 s/step
Meep progress: 514.4375/1224.9 = 42.0% done in 20190.2s, 27883.6s to go
on time step 8231 (time=514.438), 2.43226 s/step
Meep progress: 514.5625/1224.9 = 42.0% done in 20195.0s, 27878.6s to go
on time step 8233 (time=514.562), 2.43167 s/step
Meep progress: 514.6875/1224.9 = 42.0% done in 20199.9s, 27873.7s to go
on time step 8235 (time=514.688), 2.43155 s/step
Meep progress: 514.8125/1224.9 = 42.0% done in 20204.8s, 27868.7s to go
on time step 8237 (time=514.812), 2.43168 s/step
Meep progress: 514.9375/1224.9 = 42.0% done in 20209.6s, 27863.7s to go
on time step 8239 (time=514.938), 2.43172 s/step
Meep progress: 515.0625/1224.9 = 42.0% done in 20214.5s, 27858.8s to go
on time step 8241 (time=515.062), 2.43121 s/step
Meep progress: 515.1875/1224.9 = 42.1% done in 20219.4s, 27853.8s to go
on time step 8243 (time=515.188), 2.43284 s/step
Meep progress: 515.3125/1224.9 = 42.1% done in 20224.2s, 27848.8s to go
on time step 8245 (time=515.312), 2.43064 s/step
Meep progress: 515.4375/1224.9 = 42.1% done in 20229.1s, 27843.9s to go
on time step 8247 (time=515.438), 2.43182 s/step
Meep progress: 515.5625/1224.9 = 42.1% done in 20233.9s, 27838.9s to go
on time step 8249 (time=515.562), 2.43141 s/step
Meep progress: 515.6875/1224.9 = 42.1% done in 20238.8s, 27833.9s to go
on time step 8251 (time=515.688), 2.43183 s/step
Meep progress: 515.8125/1224.9 = 42.1% done in 20243.7s, 27829.0s to go
on time step 8253 (time=515.812), 2.43153 s/step
Meep progress: 515.9375/1224.9 = 42.1% done in 20248.5s, 27824.0s to go
on time step 8255 (time=515.938), 2.43198 s/step
Meep progress: 516.0625/1224.9 = 42.1% done in 20253.4s, 27819.1s to go
on time step 8257 (time=516.062), 2.43178 s/step
Meep progress: 516.1875/1224.9 = 42.1% done in 20258.3s, 27814.1s to go
on time step 8259 (time=516.188), 2.43154 s/step
Meep progress: 516.3125/1224.9 = 42.2% done in 20263.1s, 27809.1s to go
on time step 8261 (time=516.312), 2.4317 s/step
Meep progress: 516.4375/1224.9 = 42.2% done in 20268.0s, 27804.2s to go
on time step 8263 (time=516.438), 2.43157 s/step
Meep progress: 516.5625/1224.9 = 42.2% done in 20272.9s, 27799.2s to go
on time step 8265 (time=516.562), 2.43105 s/step
Meep progress: 516.6875/1224.9 = 42.2% done in 20277.7s, 27794.2s to go
on time step 8267 (time=516.688), 2.43251 s/step
Meep progress: 516.8125/1224.9 = 42.2% done in 20282.6s, 27789.3s to go
on time step 8269 (time=516.812), 2.43159 s/step
Meep progress: 516.9375/1224.9 = 42.2% done in 20287.4s, 27784.3s to go
on time step 8271 (time=516.938), 2.43153 s/step
Meep progress: 517.0625/1224.9 = 42.2% done in 20292.3s, 27779.3s to go
on time step 8273 (time=517.062), 2.43226 s/step
Meep progress: 517.1875/1224.9 = 42.2% done in 20297.2s, 27774.4s to go
on time step 8275 (time=517.188), 2.43009 s/step
Meep progress: 517.3125/1224.9 = 42.2% done in 20302.0s, 27769.4s to go
on time step 8277 (time=517.312), 2.43124 s/step
Meep progress: 517.4375/1224.9 = 42.2% done in 20306.9s, 27764.4s to go
on time step 8279 (time=517.438), 2.43055 s/step
Meep progress: 517.5625/1224.9 = 42.3% done in 20311.8s, 27759.5s to go
on time step 8281 (time=517.562), 2.43191 s/step
Meep progress: 517.6875/1224.9 = 42.3% done in 20316.6s, 27754.5s to go
on time step 8283 (time=517.688), 2.43161 s/step
Meep progress: 517.8125/1224.9 = 42.3% done in 20321.5s, 27749.6s to go
on time step 8285 (time=517.812), 2.43121 s/step
Meep progress: 517.9375/1224.9 = 42.3% done in 20326.3s, 27744.6s to go
on time step 8287 (time=517.938), 2.43139 s/step
Meep progress: 518.0625/1224.9 = 42.3% done in 20331.2s, 27739.6s to go
on time step 8289 (time=518.062), 2.43151 s/step
Meep progress: 518.1875/1224.9 = 42.3% done in 20336.1s, 27734.7s to go
on time step 8291 (time=518.188), 2.43126 s/step
Meep progress: 518.3125/1224.9 = 42.3% done in 20340.9s, 27729.7s to go
on time step 8293 (time=518.312), 2.43115 s/step
Meep progress: 518.4375/1224.9 = 42.3% done in 20345.8s, 27724.7s to go
on time step 8295 (time=518.438), 2.43131 s/step
Meep progress: 518.5625/1224.9 = 42.3% done in 20350.7s, 27719.8s to go
on time step 8297 (time=518.562), 2.43137 s/step
Meep progress: 518.6875/1224.9 = 42.3% done in 20355.5s, 27714.8s to go
on time step 8299 (time=518.688), 2.43132 s/step
Meep progress: 518.8125/1224.9 = 42.4% done in 20360.4s, 27709.8s to go
on time step 8301 (time=518.812), 2.43135 s/step
Meep progress: 518.9375/1224.9 = 42.4% done in 20365.2s, 27704.9s to go
on time step 8303 (time=518.938), 2.432 s/step
Meep progress: 519.0625/1224.9 = 42.4% done in 20370.1s, 27699.9s to go
on time step 8305 (time=519.062), 2.43178 s/step
Meep progress: 519.1875/1224.9 = 42.4% done in 20375.0s, 27695.0s to go
on time step 8307 (time=519.188), 2.43352 s/step
Meep progress: 519.3125/1224.9 = 42.4% done in 20379.8s, 27690.0s to go
on time step 8309 (time=519.312), 2.43169 s/step
Meep progress: 519.4375/1224.9 = 42.4% done in 20384.7s, 27685.0s to go
on time step 8311 (time=519.438), 2.43181 s/step
Meep progress: 519.5625/1224.9 = 42.4% done in 20389.6s, 27680.1s to go
on time step 8313 (time=519.562), 2.43176 s/step
Meep progress: 519.6875/1224.9 = 42.4% done in 20394.4s, 27675.1s to go
on time step 8315 (time=519.688), 2.43122 s/step
Meep progress: 519.8125/1224.9 = 42.4% done in 20399.3s, 27670.1s to go
on time step 8317 (time=519.812), 2.43196 s/step
Meep progress: 519.9375/1224.9 = 42.4% done in 20404.2s, 27665.2s to go
on time step 8319 (time=519.938), 2.43148 s/step
Meep progress: 520.0625/1224.9 = 42.5% done in 20409.0s, 27660.2s to go
on time step 8321 (time=520.062), 2.43119 s/step
Meep progress: 520.1875/1224.9 = 42.5% done in 20413.9s, 27655.3s to go
on time step 8323 (time=520.188), 2.43139 s/step
Meep progress: 520.3125/1224.9 = 42.5% done in 20418.7s, 27650.3s to go
on time step 8325 (time=520.312), 2.43045 s/step
Meep progress: 520.4375/1224.9 = 42.5% done in 20423.6s, 27645.3s to go
on time step 8327 (time=520.438), 2.4311 s/step
Meep progress: 520.5625/1224.9 = 42.5% done in 20428.5s, 27640.4s to go
on time step 8329 (time=520.562), 2.4314 s/step
Meep progress: 520.6875/1224.9 = 42.5% done in 20433.3s, 27635.4s to go
on time step 8331 (time=520.688), 2.43171 s/step
Meep progress: 520.8125/1224.9 = 42.5% done in 20438.2s, 27630.4s to go
on time step 8333 (time=520.812), 2.43107 s/step
Meep progress: 520.9375/1224.9 = 42.5% done in 20443.1s, 27625.5s to go
on time step 8335 (time=520.938), 2.43123 s/step
Meep progress: 521.0625/1224.9 = 42.5% done in 20447.9s, 27620.5s to go
on time step 8337 (time=521.062), 2.43137 s/step
Meep progress: 521.1875/1224.9 = 42.5% done in 20452.8s, 27615.6s to go
on time step 8339 (time=521.188), 2.43089 s/step
Meep progress: 521.3125/1224.9 = 42.6% done in 20457.6s, 27610.6s to go
on time step 8341 (time=521.312), 2.43246 s/step
Meep progress: 521.4375/1224.9 = 42.6% done in 20462.5s, 27605.6s to go
on time step 8343 (time=521.438), 2.43158 s/step
Meep progress: 521.5625/1224.9 = 42.6% done in 20467.4s, 27600.7s to go
on time step 8345 (time=521.562), 2.43163 s/step
Meep progress: 521.6875/1224.9 = 42.6% done in 20472.2s, 27595.7s to go
on time step 8347 (time=521.688), 2.43161 s/step
Meep progress: 521.8125/1224.9 = 42.6% done in 20477.1s, 27590.7s to go
on time step 8349 (time=521.812), 2.43167 s/step
Meep progress: 521.9375/1224.9 = 42.6% done in 20482.0s, 27585.8s to go
on time step 8351 (time=521.938), 2.43139 s/step
Meep progress: 522.0625/1224.9 = 42.6% done in 20486.8s, 27580.8s to go
on time step 8353 (time=522.062), 2.43102 s/step
Meep progress: 522.1875/1224.9 = 42.6% done in 20491.7s, 27575.9s to go
on time step 8355 (time=522.188), 2.43207 s/step
Meep progress: 522.3125/1224.9 = 42.6% done in 20496.6s, 27570.9s to go
on time step 8357 (time=522.312), 2.43103 s/step
Meep progress: 522.4375/1224.9 = 42.7% done in 20501.4s, 27565.9s to go
on time step 8359 (time=522.438), 2.43123 s/step
Meep progress: 522.5625/1224.9 = 42.7% done in 20506.3s, 27561.0s to go
on time step 8361 (time=522.562), 2.4314 s/step
Meep progress: 522.6875/1224.9 = 42.7% done in 20511.1s, 27556.0s to go
on time step 8363 (time=522.688), 2.43157 s/step
Meep progress: 522.8125/1224.9 = 42.7% done in 20516.0s, 27551.0s to go
on time step 8365 (time=522.812), 2.43117 s/step
Meep progress: 522.9375/1224.9 = 42.7% done in 20520.9s, 27546.1s to go
on time step 8367 (time=522.938), 2.43129 s/step
Meep progress: 523.0625/1224.9 = 42.7% done in 20525.7s, 27541.1s to go
on time step 8369 (time=523.062), 2.43163 s/step
Meep progress: 523.1875/1224.9 = 42.7% done in 20530.6s, 27536.2s to go
on time step 8371 (time=523.188), 2.43157 s/step
Meep progress: 523.3125/1224.9 = 42.7% done in 20535.5s, 27531.2s to go
on time step 8373 (time=523.312), 2.43164 s/step
Meep progress: 523.4375/1224.9 = 42.7% done in 20540.3s, 27526.2s to go
on time step 8375 (time=523.438), 2.43158 s/step
Meep progress: 523.5625/1224.9 = 42.7% done in 20545.2s, 27521.3s to go
on time step 8377 (time=523.562), 2.42987 s/step
Meep progress: 523.6875/1224.9 = 42.8% done in 20550.0s, 27516.3s to go
on time step 8379 (time=523.688), 2.4313 s/step
Meep progress: 523.8125/1224.9 = 42.8% done in 20554.9s, 27511.3s to go
on time step 8381 (time=523.812), 2.43222 s/step
Meep progress: 523.9375/1224.9 = 42.8% done in 20559.8s, 27506.4s to go
on time step 8383 (time=523.938), 2.43129 s/step
Meep progress: 524.0625/1224.9 = 42.8% done in 20564.6s, 27501.4s to go
on time step 8385 (time=524.062), 2.43143 s/step
Meep progress: 524.1875/1224.9 = 42.8% done in 20569.5s, 27496.5s to go
on time step 8387 (time=524.188), 2.432 s/step
Meep progress: 524.3125/1224.9 = 42.8% done in 20574.4s, 27491.5s to go
on time step 8389 (time=524.312), 2.43146 s/step
Meep progress: 524.4375/1224.9 = 42.8% done in 20579.2s, 27486.5s to go
on time step 8391 (time=524.438), 2.43166 s/step
Meep progress: 524.5625/1224.9 = 42.8% done in 20584.1s, 27481.6s to go
on time step 8393 (time=524.562), 2.43151 s/step
Meep progress: 524.6875/1224.9 = 42.8% done in 20588.9s, 27476.6s to go
on time step 8395 (time=524.688), 2.43102 s/step
Meep progress: 524.8125/1224.9 = 42.8% done in 20593.8s, 27471.7s to go
on time step 8397 (time=524.812), 2.4295 s/step
Meep progress: 524.9375/1224.9 = 42.9% done in 20598.7s, 27466.7s to go
on time step 8399 (time=524.938), 2.4279 s/step
Meep progress: 525.0625/1224.9 = 42.9% done in 20603.5s, 27461.7s to go
on time step 8401 (time=525.062), 2.4276 s/step
Meep progress: 525.1875/1224.9 = 42.9% done in 20608.4s, 27456.7s to go
on time step 8403 (time=525.188), 2.4278 s/step
Meep progress: 525.3125/1224.9 = 42.9% done in 20613.2s, 27451.8s to go
on time step 8405 (time=525.312), 2.42824 s/step
Meep progress: 525.4375/1224.9 = 42.9% done in 20618.1s, 27446.8s to go
on time step 8407 (time=525.438), 2.42777 s/step
Meep progress: 525.5625/1224.9 = 42.9% done in 20622.9s, 27441.8s to go
on time step 8409 (time=525.562), 2.42859 s/step
Meep progress: 525.6875/1224.9 = 42.9% done in 20627.8s, 27436.9s to go
on time step 8411 (time=525.688), 2.42864 s/step
Meep progress: 525.8125/1224.9 = 42.9% done in 20632.7s, 27431.9s to go
on time step 8413 (time=525.812), 2.42836 s/step
Meep progress: 525.9375/1224.9 = 42.9% done in 20637.5s, 27426.9s to go
on time step 8415 (time=525.938), 2.42825 s/step
Meep progress: 526.0625/1224.9 = 42.9% done in 20642.4s, 27422.0s to go
on time step 8417 (time=526.062), 2.42847 s/step
Meep progress: 526.1875/1224.9 = 43.0% done in 20647.2s, 27417.0s to go
on time step 8419 (time=526.188), 2.43058 s/step
Meep progress: 526.3125/1224.9 = 43.0% done in 20652.1s, 27412.0s to go
on time step 8421 (time=526.312), 2.43075 s/step
Meep progress: 526.4375/1224.9 = 43.0% done in 20657.0s, 27407.1s to go
on time step 8423 (time=526.438), 2.43038 s/step
Meep progress: 526.5625/1224.9 = 43.0% done in 20661.8s, 27402.1s to go
on time step 8425 (time=526.562), 2.43005 s/step
Meep progress: 526.6875/1224.9 = 43.0% done in 20666.7s, 27397.1s to go
on time step 8427 (time=526.688), 2.432 s/step
Meep progress: 526.8125/1224.9 = 43.0% done in 20671.5s, 27392.2s to go
on time step 8429 (time=526.812), 2.43125 s/step
Meep progress: 526.9375/1224.9 = 43.0% done in 20676.4s, 27387.2s to go
on time step 8431 (time=526.938), 2.43133 s/step
Meep progress: 527.0625/1224.9 = 43.0% done in 20681.3s, 27382.3s to go
on time step 8433 (time=527.062), 2.43386 s/step
Meep progress: 527.1875/1224.9 = 43.0% done in 20686.1s, 27377.3s to go
on time step 8435 (time=527.188), 2.43127 s/step
Meep progress: 527.3125/1224.9 = 43.0% done in 20691.0s, 27372.3s to go
on time step 8437 (time=527.312), 2.43149 s/step
Meep progress: 527.4375/1224.9 = 43.1% done in 20695.9s, 27367.4s to go
on time step 8439 (time=527.438), 2.42991 s/step
Meep progress: 527.5625/1224.9 = 43.1% done in 20700.7s, 27362.4s to go
on time step 8441 (time=527.562), 2.43196 s/step
Meep progress: 527.6875/1224.9 = 43.1% done in 20705.6s, 27357.5s to go
on time step 8443 (time=527.688), 2.43141 s/step
Meep progress: 527.8125/1224.9 = 43.1% done in 20710.4s, 27352.5s to go
on time step 8445 (time=527.812), 2.43166 s/step
Meep progress: 527.9375/1224.9 = 43.1% done in 20715.3s, 27347.5s to go
on time step 8447 (time=527.938), 2.43186 s/step
Meep progress: 528.0625/1224.9 = 43.1% done in 20720.2s, 27342.6s to go
on time step 8449 (time=528.062), 2.43131 s/step
Meep progress: 528.1875/1224.9 = 43.1% done in 20725.0s, 27337.6s to go
on time step 8451 (time=528.188), 2.43067 s/step
Meep progress: 528.3125/1224.9 = 43.1% done in 20729.9s, 27332.7s to go
on time step 8453 (time=528.312), 2.43118 s/step
Meep progress: 528.4375/1224.9 = 43.1% done in 20734.8s, 27327.7s to go
on time step 8455 (time=528.438), 2.4316 s/step
Meep progress: 528.5625/1224.9 = 43.2% done in 20739.6s, 27322.7s to go
on time step 8457 (time=528.562), 2.43117 s/step
Meep progress: 528.6875/1224.9 = 43.2% done in 20744.5s, 27317.8s to go
on time step 8459 (time=528.688), 2.43091 s/step
Meep progress: 528.8125/1224.9 = 43.2% done in 20749.4s, 27312.8s to go
on time step 8461 (time=528.812), 2.43171 s/step
Meep progress: 528.9375/1224.9 = 43.2% done in 20754.2s, 27307.9s to go
on time step 8463 (time=528.938), 2.44661 s/step
Meep progress: 529.0625/1224.9 = 43.2% done in 20759.1s, 27302.9s to go
on time step 8465 (time=529.062), 2.4315 s/step
